name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington dc,2012-09-25,24,11.7,18,24,11.7,18,9.1,58,0.02,100,4.17,rain,,,33.5,22,203.5,1021.5,36.4,16,235.1,20.2,8,,2012-09-25T06:58:53,2012-09-25T18:59:40,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-26,28.1,18,22.8,28.3,18,22.8,14.9,62.1,0.02,100,4.17,rain,,,38.9,22.2,204.9,1019.6,76.7,16,206.8,17.9,7,,2012-09-26T06:59:47,2012-09-26T18:58:05,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-27,29,18.9,23.4,29.1,18.9,23.5,16.9,68.4,3.71,100,8.33,rain,,,,21.2,152.3,1020,84.1,15.4,182.9,15.9,7,,2012-09-27T07:00:43,2012-09-27T18:56:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-28,26,19,21.9,26,19,21.9,16,71.2,16.05,100,50,rain,,,31.3,19.3,259.9,1017.1,94.5,14.3,118.9,10.3,5,,2012-09-28T07:01:38,2012-09-28T18:54:53,0.49,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-29,21.6,14.9,17.9,21.6,14.9,17.9,8.8,56,0.01,100,4.17,rain,,,27.7,22.6,321.3,1015.3,77.4,16,201.6,17.4,8,,2012-09-29T07:02:33,2012-09-29T18:53:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-30,22.8,12.5,17.1,22.8,12.5,17.1,8.5,58.8,0,0,0,,,,51.5,29.1,161.5,1012.1,62.9,16,225.2,19.3,8,,2012-09-30T07:03:29,2012-09-30T18:51:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-01,21.7,12,16.8,21.7,12,16.8,9.9,65.8,0,0,0,,,,,16,179.9,1014,71.3,16,164.1,14.2,6,,2012-10-01T07:04:25,2012-10-01T18:50:09,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-02,22,18,20.3,22,18,20.3,18.1,87.8,8.44,100,29.17,rain,,,,12.4,85.3,1013.3,97.4,8.6,158.3,13.7,6,,2012-10-02T07:05:21,2012-10-02T18:48:35,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-03,27,21,23.7,28.5,21,23.9,20,81.1,0.01,100,4.17,rain,,,,12.7,125.4,1017.5,86.1,10.6,159.9,13.7,6,,2012-10-03T07:06:17,2012-10-03T18:47:01,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-04,26.7,21.3,23.8,27.7,21.3,23.8,18.6,74.3,0.31,100,8.33,rain,,,,21.4,222,1019.9,71.2,15.3,179,15.4,7,,2012-10-04T07:07:14,2012-10-04T18:45:28,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-05,27.7,16.6,21.6,27.3,16.6,21.6,13.5,62.2,0,0,0,,,,,17.4,273.6,1018.7,14.3,15.9,213.8,18.5,7,,2012-10-05T07:08:11,2012-10-05T18:43:55,0.63,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-06,25.8,12.9,18.8,25.8,12.9,18.8,12.3,67.3,0,0,0,,,,48.5,34.4,239.4,1013.4,45.8,15.9,167.7,14.6,6,,2012-10-06T07:09:08,2012-10-06T18:42:23,0.67,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-07,12.7,9.9,11.7,12.7,8.7,11.6,6.5,71.5,2.95,100,29.17,rain,,,,15.3,182.9,1019.3,83.5,15.2,83.3,7.2,4,,2012-10-07T07:10:05,2012-10-07T18:40:51,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-08,12,6.9,9.9,12,5.1,9,5.2,73,0.94,100,8.33,rain,,,,17.4,157.9,1024.3,75.7,15.7,56.4,4.9,2,,2012-10-08T07:11:03,2012-10-08T18:39:20,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-09,16.9,8.8,12.9,16.9,6.2,12.2,8.8,76.7,2.59,100,20.83,rain,,,,17.4,151.1,1021.3,99,15.1,116.5,10,5,,2012-10-09T07:12:01,2012-10-09T18:37:49,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-10,20.9,13.8,16.7,20.9,13.8,16.7,9.4,64.7,0.04,100,8.33,rain,,,50.7,37.1,192.7,1015.5,71.6,14.1,196.2,16.9,7,,2012-10-10T07:13:00,2012-10-10T18:36:19,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-11,16.7,9,12.6,16.7,6.6,12.2,1.3,47,0,0,0,,,,40.2,24.9,279.9,1023.5,3,16,216.7,18.7,8,,2012-10-11T07:13:58,2012-10-11T18:34:49,0.91,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-12,18.8,7.7,12.7,18.8,7.1,12.5,3.2,55.3,0,0,0,,,,50.6,31.4,285.5,1024.1,23.9,16,198.4,17,7,,2012-10-12T07:14:57,2012-10-12T18:33:21,0.95,Partially cloudy,Becoming cloudy in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-13,15.7,5.4,10.2,15.7,2.6,9.4,0,50.6,0,0,0,,,,,13.7,103.5,1031.2,35.9,16,212.1,18.5,7,,2012-10-13T07:15:56,2012-10-13T18:31:53,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-14,24,10.9,16.7,24,10.9,16.7,9.3,63.7,0,0,0,,,,49,29,196.4,1021.1,57.2,16,170.9,14.9,7,,2012-10-14T07:16:56,2012-10-14T18:30:25,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-15,21.9,15.6,19.3,21.9,15.6,19.3,14,71.6,1.58,100,25,rain,,,38.9,25.4,219.8,1008.8,93.2,15.7,93.6,8.1,4,,2012-10-15T07:17:56,2012-10-15T18:28:59,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-16,17.8,10.5,14.3,17.8,10.5,14.3,5.4,56.3,0,0,0,,,,37.1,26.9,276.8,1012,44,15.8,202.6,17.5,7,,2012-10-16T07:18:56,2012-10-16T18:27:33,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-17,19.9,8.5,13.4,19.9,7.6,13.4,7.5,69.2,0,0,0,,,,,16,98.8,1015,48.2,15.9,179,15.6,7,,2012-10-17T07:19:57,2012-10-17T18:26:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-18,21.7,11.7,16.7,21.7,11.7,16.7,11.7,73.4,0,0,0,,,,37.1,23.8,167.6,1012.8,62.3,15.9,156.3,13.4,6,,2012-10-18T07:20:58,2012-10-18T18:24:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-19,23.8,15.6,19.1,23.8,15.6,19.1,15.9,82.1,5.6,100,20.83,rain,,,48.2,21.4,140,1006.1,82,15.3,171.5,14.8,7,,2012-10-19T07:21:59,2012-10-19T18:23:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-20,19.1,10.7,15.1,19.1,10.7,15.1,6.6,59.2,0.02,100,4.17,rain,,,29.5,17.8,257.1,1008.6,42.3,15.9,182.2,15.7,7,,2012-10-20T07:23:01,2012-10-20T18:21:59,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-21,19,9.1,13.9,19,7.4,13.8,3.8,52,0,0,0,,,,31.3,22.3,319.3,1018,18.5,16,188.1,16.3,7,,2012-10-21T07:24:03,2012-10-21T18:20:38,0.21,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-22,22.7,8.8,15,22.7,8.8,15,5.6,56.7,0,0,0,,,,,12.4,165.6,1021.4,5.9,15.9,186.2,16.1,7,,2012-10-22T07:25:06,2012-10-22T18:19:18,0.27,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-23,25.1,10.8,17.9,25.1,10.8,17.9,10.6,64.7,0,0,0,,,,,14,192.1,1019.2,68.6,16,155,13.4,6,,2012-10-23T07:26:08,2012-10-23T18:17:59,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-24,28,14.8,20.1,27.2,14.8,20.1,12.6,64.4,0.07,100,4.17,rain,,,,15.1,193,1019.1,84.2,16,155.8,13.3,6,,2012-10-24T07:27:11,2012-10-24T18:16:41,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-25,21.7,16.6,18.4,21.7,16.6,18.4,14.8,80,0,0,0,,,,,12.7,83.3,1022.1,67.9,11.4,169.3,14.6,6,,2012-10-25T07:28:15,2012-10-25T18:15:24,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-26,21.6,16.9,18.2,21.6,16.9,18.2,14.9,81.1,0,0,0,,,,,12.8,54.2,1020.7,97.6,13.8,147.8,12.7,6,,2012-10-26T07:29:19,2012-10-26T18:14:09,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-27,20.9,14.8,17.3,20.9,14.8,17.3,12.1,73.1,0,0,0,,,,,19.6,47.6,1014.2,86.4,16,69.1,6,3,,2012-10-27T07:30:23,2012-10-27T18:12:54,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-28,16.7,12,14.9,16.7,12,14.9,9,68.8,2.9,100,20.83,rain,,,52.4,35.1,99,1007,98,15.1,55.5,4.8,3,,2012-10-28T07:31:27,2012-10-28T18:11:41,0.49,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-29,12.8,8.8,10.7,12.8,3.3,9.1,8.5,86,113.12,100,100,rain,,,95.7,60.7,327.2,988.2,100,8.2,38.9,3.3,2,,2012-10-29T07:32:32,2012-10-29T18:10:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-30,8.1,5.7,6.2,4.3,1.1,2.6,4,85.5,25.18,100,87.5,rain,,,67.6,37.4,211.2,988,99.5,13.4,52.9,4.6,2,,2012-10-30T07:33:37,2012-10-30T18:09:18,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-10-31,11.9,5.6,8.6,11.9,3.3,7.5,3,69.2,0.23,100,8.33,rain,,,25.9,17.8,218.2,1001.4,93.8,16,111.8,9.6,4,,2012-10-31T07:34:42,2012-10-31T18:08:09,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-01,11,5.9,9.2,11,4.4,8.2,1.4,58.6,0,0,0,,,,27.7,16.4,274.5,1005.9,89.5,16,108.5,9.4,5,,2012-11-01T07:35:47,2012-11-01T18:07:01,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-02,11.9,5.6,8.7,11.9,3.3,7,-0.8,52.7,0,0,0,,,,45.2,32.9,276.8,1009.5,81.9,16,163.5,14.1,6,,2012-11-02T07:36:53,2012-11-02T18:05:55,0.56,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-03,9.1,6.7,8.1,7,3.6,5.2,-1.9,49.4,0,0,0,,,,52,31.3,303.4,1016.6,95,16,150.4,12.9,6,,2012-11-03T07:37:59,2012-11-03T18:04:50,0.6,Overcast,Cloudy skies throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-04,11,3.6,7,11,1.4,5.3,-1.8,54.5,0,0,0,,,,29.5,23.4,316.5,1018.3,60.4,16,145.8,13,6,,2012-11-04T06:39:05,2012-11-04T17:03:46,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-05,9.9,3.5,6.7,8.3,1.1,3.9,-3.1,49.9,0,0,0,,,,31.3,21.9,257.4,1019.5,52.3,16,163.1,14,6,,2012-11-05T06:40:11,2012-11-05T17:02:44,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-06,8.8,0.8,4.8,7.6,-2.6,2.3,-3.1,57.7,0,0,0,,,,,19.4,56.4,1021,70,16,128,11.1,5,,2012-11-06T06:41:18,2012-11-06T17:01:44,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-07,7,4,5.7,3.6,-0.1,1.9,-2.6,55.4,0.43,100,8.33,rain,,,34.9,25.1,269.8,1013.8,95.5,16,64.7,5.4,3,,2012-11-07T06:42:24,2012-11-07T17:00:45,0.78,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-08,13,4.9,8.3,13,0.4,5.8,-7.4,34.4,0.5,100,12.5,rain,,,48.3,37.9,326.7,1014.5,54,16,140.1,12.1,6,,2012-11-08T06:43:31,2012-11-08T16:59:47,0.83,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-09,13.8,3.9,8.9,13.8,1.7,7.4,-0.1,54.6,0,0,0,,,,46.6,27.1,280.3,1021.9,0,16,151.3,13.2,6,,2012-11-09T06:44:38,2012-11-09T16:58:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-10,18,2.9,10.3,18,1.6,9.9,3.3,64.8,0,0,0,,,,,12.4,60.6,1026.5,45.6,15.4,130.2,11.4,6,,2012-11-10T06:45:45,2012-11-10T16:57:57,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-11,21.1,5.7,11.9,21.1,4,11.6,5.2,66.4,0,0,0,,,,,15,123.5,1030.1,19.6,15.6,143,12.4,6,,2012-11-11T06:46:52,2012-11-11T16:57:05,0.96,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-12,21.1,9.8,15.2,21.1,8.9,15.2,10.5,74.4,0.28,100,4.17,rain,,,31.3,18.6,171.5,1026.5,66.3,15.8,107.7,9.3,5,,2012-11-12T06:47:58,2012-11-12T16:56:15,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-13,16.9,4,8.1,16.9,-0.2,5,1.8,66.6,9.47,100,45.83,rain,,,55.1,40.1,333.2,1028.2,64.1,14,107,9.2,5,,2012-11-13T06:49:05,2012-11-13T16:55:26,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-14,8.8,1.8,5.2,7.3,-1.7,2.5,-3.1,55.9,0,0,0,,,,38.9,25,117.1,1033,44.1,16,147.5,12.8,6,,2012-11-14T06:50:12,2012-11-14T16:54:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-15,10,2.9,6.9,9,1.3,5,0.2,62.6,0,0,0,,,,,15.8,77.1,1028.5,97.3,16,53.5,4.5,2,,2012-11-15T06:51:19,2012-11-15T16:53:54,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-16,12,5.6,8,12,3.5,6.5,-1.2,53.6,0,0,0,,,,,17.9,184.2,1028.1,62.5,15.8,136.1,11.7,6,,2012-11-16T06:52:25,2012-11-16T16:53:10,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-17,12,2.5,7,12,-0.8,5.2,-1.9,54.9,0,0,0,,,,27.7,19.8,162.8,1034.7,28.4,16,143,12.2,6,,2012-11-17T06:53:31,2012-11-17T16:52:29,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-18,11.7,4.8,8,11.7,1.9,6,2.7,70,0,0,0,,,,33.5,21.6,42.4,1035.3,77.3,16,82.8,7.3,4,,2012-11-18T06:54:38,2012-11-18T16:51:49,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-19,13,7.9,9.8,13,5.2,8.3,3.1,63.1,0,0,0,,,,,19.6,109,1029,93.2,16,105.5,9,4,,2012-11-19T06:55:43,2012-11-19T16:51:12,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-20,13.7,6.8,9.6,13.7,5.2,8.9,4,68.7,0.07,100,8.33,rain,,,27.7,12.6,179.1,1021.6,90.4,16,57.9,4.9,3,,2012-11-20T06:56:49,2012-11-20T16:50:36,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-21,13.8,3.8,8.4,13.8,2.6,7.7,0.7,62.1,0,0,0,,,,,14.6,78.4,1022.3,17.8,14.6,131.6,11.4,5,,2012-11-21T06:57:54,2012-11-21T16:50:02,0.3,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-22,14.9,1.7,7.7,14.9,-1,7,-0.8,58.4,0,0,0,,,,,9,91.5,1023.6,0,16,134.3,11.5,5,,2012-11-22T06:58:59,2012-11-22T16:49:31,0.35,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-23,15.9,2.5,9.2,15.9,0.9,9,0.4,57.1,0.14,100,4.17,rain,,,46.8,35.1,175.3,1014.4,54.4,15.9,122.7,10.6,5,,2012-11-23T07:00:03,2012-11-23T16:49:01,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-24,10.7,2.8,4.8,10.7,-1.3,0.5,-7.4,40.7,0,0,0,,,,58.6,40.5,309.6,1014.8,70.5,16,129.5,11.2,5,,2012-11-24T07:01:06,2012-11-24T16:48:34,0.43,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-25,5.8,1.5,3,3.8,-3.5,0.6,-7.1,47.7,0,0,0,,,,31.3,23.2,204.7,1017.1,59,16,124.1,10.7,5,,2012-11-25T07:02:10,2012-11-25T16:48:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-26,12.8,0.5,6.4,12.8,-1.4,6.2,-2.9,53.9,0,0,0,,,,,19.7,118.3,1020.9,31.4,16,128.4,11.1,5,,2012-11-26T07:03:12,2012-11-26T16:47:45,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-27,6.9,2.7,5.4,6.9,-1.1,2.3,2.2,79.9,1.68,100,25,rain,,,,25.1,177.3,1023.2,90.4,13.3,36,3.2,1,,2012-11-27T07:04:14,2012-11-27T16:47:23,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-28,9.1,3.1,5.6,6.2,-0.9,2.8,-4.2,51.1,0,0,0,,,,42,25.9,261.8,1026.2,52.8,16,123.2,10.6,5,,2012-11-28T07:05:15,2012-11-28T16:47:04,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-29,9.9,-0.2,4.6,8.6,-2,3.3,-3.7,56.6,0,0,0,,,,29.5,17.6,201.7,1029.5,15.6,16,128.2,11.1,5,,2012-11-29T07:06:16,2012-11-29T16:46:47,0.51,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-11-30,11.7,0.6,5.7,11.7,0.6,5.3,-0.7,65.8,0,0,0,,,,,12.1,76.8,1027.8,75.6,15.7,95.4,8.2,5,,2012-11-30T07:07:15,2012-11-30T16:46:32,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-01,10.5,2.7,5.6,10.5,0.2,4.9,2.6,81.4,0,0,0,,,,,16,17,1029.5,53.2,9.8,84.7,7.4,4,,2012-12-01T07:08:14,2012-12-01T16:46:20,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-02,13.2,2.9,8.3,13.2,0.5,7.9,5.3,82.4,0.54,100,8.33,rain,,,,16.8,125.6,1025.4,84.4,9.7,80.2,6.8,4,,2012-12-02T07:09:12,2012-12-02T16:46:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-03,21.1,7.8,13.6,21.1,7.5,13.6,9.3,76.7,0,0,0,,,,,12.5,189.8,1023.2,72.4,15.3,109.1,9.3,5,,2012-12-03T07:10:09,2012-12-03T16:46:01,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-04,20.9,9.4,14.9,20.9,9.4,14.9,9.8,73.2,0,0,0,,,,,19.8,178.3,1021.6,83,15.8,91.5,7.9,4,,2012-12-04T07:11:05,2012-12-04T16:45:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-05,16.8,5.7,12.8,16.8,1.3,12,2,48.8,0.02,100,4.17,rain,,,44.4,32.5,310.4,1020.7,65.3,16,78.4,6.7,5,,2012-12-05T07:11:59,2012-12-05T16:45:50,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-06,6.8,1.4,3.6,6.8,-3.4,0.8,-5.6,51.8,0,0,0,,,,,19.2,153.9,1027.1,64.3,16,119.8,10.5,5,,2012-12-06T07:12:53,2012-12-06T16:45:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-07,10,2.6,6.9,10,-0.3,5.1,3.1,76.7,1.4,100,25,rain,,,,16,167.5,1020.4,98.1,15.6,77.5,6.7,4,,2012-12-07T07:13:45,2012-12-07T16:45:49,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-08,12.1,8.9,10.1,12.1,7.5,9.7,8.8,91.8,0.19,100,4.17,rain,,,,17.5,171.1,1014.2,88,8,85.4,7.5,5,,2012-12-08T07:14:36,2012-12-08T16:45:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-12-09,11.1,9.1,10.1,11.1,7.5,9.6,8.8,91.8,3.45,100,20.83,rain,,,,20.6,55.9,1019.4,91.7,6.9,40,3.5,2,,2012-12-09T07:15:26,2012-12-09T16:45:56,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-12-10,17,9.2,13,17,8.8,12.9,11.8,92.6,0.32,100,12.5,rain,,,37.1,18.5,179.3,1007.2,80.8,6.5,66.6,5.9,3,,2012-12-10T07:16:15,2012-12-10T16:46:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
